date,time,datetime,day,time_of_day,hour,payment_method,card_no.,amount,coffee_name
2024-09-09,07:53:51.556000,2024-09-09 07:53:51.556,Monday,Morning,7,card,ANON-0000-0000-0582,32.82,Cappuccino
2024-09-09,07:55:21.584000,2024-09-09 07:55:21.584,Monday,Morning,7,card,ANON-0000-0000-0599,27.92,Americano with Milk
2024-09-09,07:56:37.669000,2024-09-09 07:56:37.669,Monday,Morning,7,card,ANON-0000-0000-0570,32.82,Latte
2024-09-09,09:49:50.704000,2024-09-09 09:49:50.704,Monday,Morning,9,card,ANON-0000-0000-0583,32.82,Latte
2024-09-09,09:50:51.738000,2024-09-09 09:50:51.738,Monday,Morning,9,card,ANON-0000-0000-0583,32.82,Hot Chocolate
2024-09-09,09:59:10.750000,2024-09-09 09:59:10.750,Monday,Morning,9,card,ANON-0000-0000-0494,32.82,Latte
2024-09-09,11:11:36.122000,2024-09-09 11:11:36.122,Monday,Morning,11,card,ANON-0000-0000-0600,27.92,Americano with Milk
2024-09-09,11:12:50.640000,2024-09-09 11:12:50.640,Monday,Morning,11,card,ANON-0000-0000-0601,27.92,Americano with Milk
2024-09-09,11:29:49.243000,2024-09-09 11:29:49.243,Monday,Morning,11,card,ANON-0000-0000-0602,32.82,Latte
2024-09-09,12:06:59.657000,2024-09-09 12:06:59.657,Monday,Afternoon,12,card,ANON-0000-0000-0603,18.12,Espresso
2024-09-09,15:12:13.766000,2024-09-09 15:12:13.766,Monday,Afternoon,15,card,ANON-0000-0000-0604,32.82,Latte
2024-09-09,15:13:24.517000,2024-09-09 15:13:24.517,Monday,Afternoon,15,card,ANON-0000-0000-0604,23.02,Americano
2024-09-09,17:24:10.388000,2024-09-09 17:24:10.388,Monday,Evening,17,card,ANON-0000-0000-0605,32.82,Latte
2024-09-09,18:13:46.320000,2024-09-09 18:13:46.320,Monday,Evening,18,card,ANON-0000-0000-0507,32.82,Latte
2024-09-09,20:07:36.198000,2024-09-09 20:07:36.198,Monday,Evening,20,card,ANON-0000-0000-0268,32.82,Cappuccino
2024-09-09,20:13:43.524000,2024-09-09 20:13:43.524,Monday,Evening,20,card,ANON-0000-0000-0606,32.82,Latte
2024-09-10,08:12:02.450000,2024-09-10 08:12:02.450,Tuesday,Morning,8,card,ANON-0000-0000-0607,32.82,Hot Chocolate
2024-09-10,09:32:46.786000,2024-09-10 09:32:46.786,Tuesday,Morning,9,card,ANON-0000-0000-0608,32.82,Cappuccino
2024-09-10,15:21:54.387000,2024-09-10 15:21:54.387,Tuesday,Afternoon,15,card,ANON-0000-0000-0543,23.02,Cortado
2024-09-10,15:23:05.946000,2024-09-10 15:23:05.946,Tuesday,Afternoon,15,card,ANON-0000-0000-0543,23.02,Cortado
2024-09-10,18:43:41.760000,2024-09-10 18:43:41.760,Tuesday,Evening,18,card,ANON-0000-0000-0609,32.82,Cappuccino
2024-09-10,18:45:22.624000,2024-09-10 18:45:22.624,Tuesday,Evening,18,card,ANON-0000-0000-0610,27.92,Americano with Milk
2024-09-10,19:02:43.027000,2024-09-10 19:02:43.027,Tuesday,Evening,19,card,ANON-0000-0000-0611,32.82,Latte
2024-09-10,19:03:53.257000,2024-09-10 19:03:53.257,Tuesday,Evening,19,card,ANON-0000-0000-0611,32.82,Latte
2024-09-10,21:29:34.556000,2024-09-10 21:29:34.556,Tuesday,Evening,21,card,ANON-0000-0000-0012,27.92,Americano with Milk
2024-09-10,21:30:27.036000,2024-09-10 21:30:27.036,Tuesday,Evening,21,card,ANON-0000-0000-0012,23.02,Americano
2024-09-11,08:47:22.305000,2024-09-11 08:47:22.305,Wednesday,Morning,8,card,ANON-0000-0000-0612,32.82,Latte
2024-09-11,09:28:46.757000,2024-09-11 09:28:46.757,Wednesday,Morning,9,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-09-11,10:52:09.177000,2024-09-11 10:52:09.177,Wednesday,Morning,10,card,ANON-0000-0000-0613,32.82,Latte
2024-09-11,19:53:12.537000,2024-09-11 19:53:12.537,Wednesday,Evening,19,card,ANON-0000-0000-0614,32.82,Cappuccino
2024-09-11,20:13:14.887000,2024-09-11 20:13:14.887,Wednesday,Evening,20,card,ANON-0000-0000-0531,27.92,Americano with Milk
2024-09-11,20:14:18.886000,2024-09-11 20:14:18.886,Wednesday,Evening,20,card,ANON-0000-0000-0531,32.82,Latte
2024-09-11,20:15:19.350000,2024-09-11 20:15:19.350,Wednesday,Evening,20,card,ANON-0000-0000-0531,32.82,Latte
2024-09-11,21:01:34.225000,2024-09-11 21:01:34.225,Wednesday,Evening,21,card,ANON-0000-0000-0584,23.02,Cortado
2024-09-12,10:57:25.619000,2024-09-12 10:57:25.619,Thursday,Morning,10,card,ANON-0000-0000-0347,18.12,Espresso
2024-09-12,10:58:19.807000,2024-09-12 10:58:19.807,Thursday,Morning,10,card,ANON-0000-0000-0347,27.92,Americano with Milk
2024-09-12,11:27:36.065000,2024-09-12 11:27:36.065,Thursday,Morning,11,card,ANON-0000-0000-0615,27.92,Americano with Milk
2024-09-12,12:08:22.158000,2024-09-12 12:08:22.158,Thursday,Afternoon,12,card,ANON-0000-0000-0565,32.82,Cappuccino
2024-09-12,12:31:06.997000,2024-09-12 12:31:06.997,Thursday,Afternoon,12,card,ANON-0000-0000-0616,23.02,Cortado
2024-09-12,12:32:22.981000,2024-09-12 12:32:22.981,Thursday,Afternoon,12,card,ANON-0000-0000-0616,23.02,Cortado
2024-09-12,12:37:20.423000,2024-09-12 12:37:20.423,Thursday,Afternoon,12,card,ANON-0000-0000-0141,23.02,Cortado
2024-09-12,12:38:09.735000,2024-09-12 12:38:09.735,Thursday,Afternoon,12,card,ANON-0000-0000-0141,23.02,Cortado
2024-09-12,17:01:25.224000,2024-09-12 17:01:25.224,Thursday,Evening,17,card,ANON-0000-0000-0617,32.82,Latte
2024-09-12,21:09:10.412000,2024-09-12 21:09:10.412,Thursday,Evening,21,card,ANON-0000-0000-0618,23.02,Americano
2024-09-12,21:10:21.159000,2024-09-12 21:10:21.159,Thursday,Evening,21,card,ANON-0000-0000-0618,32.82,Cappuccino
2024-09-12,21:13:16.808000,2024-09-12 21:13:16.808,Thursday,Evening,21,card,ANON-0000-0000-0319,23.02,Cortado
2024-09-13,07:56:53.763000,2024-09-13 07:56:53.763,Friday,Morning,7,card,ANON-0000-0000-0570,32.82,Latte
2024-09-13,08:41:02.985000,2024-09-13 08:41:02.985,Friday,Morning,8,card,ANON-0000-0000-0425,32.82,Latte
2024-09-13,08:54:15.814000,2024-09-13 08:54:15.814,Friday,Morning,8,card,ANON-0000-0000-0375,32.82,Latte
2024-09-13,09:51:19.387000,2024-09-13 09:51:19.387,Friday,Morning,9,card,ANON-0000-0000-0619,32.82,Latte
2024-09-13,15:38:18.869000,2024-09-13 15:38:18.869,Friday,Afternoon,15,card,ANON-0000-0000-0242,27.92,Americano with Milk
2024-09-13,15:50:53.892000,2024-09-13 15:50:53.892,Friday,Afternoon,15,card,ANON-0000-0000-0552,27.92,Americano with Milk
2024-09-14,16:29:19.359000,2024-09-14 16:29:19.359,Saturday,Afternoon,16,card,ANON-0000-0000-0543,32.82,Cappuccino
2024-09-14,16:30:16.873000,2024-09-14 16:30:16.873,Saturday,Afternoon,16,card,ANON-0000-0000-0543,32.82,Cappuccino
2024-09-15,08:42:40.941000,2024-09-15 08:42:40.941,Sunday,Morning,8,card,ANON-0000-0000-0347,18.12,Espresso
2024-09-15,09:49:38.741000,2024-09-15 09:49:38.741,Sunday,Morning,9,card,ANON-0000-0000-0620,27.92,Americano with Milk
2024-09-15,13:49:37.387000,2024-09-15 13:49:37.387,Sunday,Afternoon,13,card,ANON-0000-0000-0304,23.02,Americano
2024-09-15,14:36:19.287000,2024-09-15 14:36:19.287,Sunday,Afternoon,14,card,ANON-0000-0000-0141,23.02,Cortado
2024-09-15,14:37:20.597000,2024-09-15 14:37:20.597,Sunday,Afternoon,14,card,ANON-0000-0000-0141,23.02,Cortado
2024-09-15,14:53:18.708000,2024-09-15 14:53:18.708,Sunday,Afternoon,14,card,ANON-0000-0000-0543,32.82,Cappuccino
2024-09-16,13:32:22.875000,2024-09-16 13:32:22.875,Monday,Afternoon,13,card,ANON-0000-0000-0621,32.82,Latte
2024-09-16,13:33:36.767000,2024-09-16 13:33:36.767,Monday,Afternoon,13,card,ANON-0000-0000-0584,27.92,Americano with Milk
2024-09-16,15:23:19.260000,2024-09-16 15:23:19.260,Monday,Afternoon,15,card,ANON-0000-0000-0621,32.82,Latte
2024-09-16,17:16:05.734000,2024-09-16 17:16:05.734,Monday,Evening,17,card,ANON-0000-0000-0622,27.92,Americano with Milk
2024-09-16,17:18:03.251000,2024-09-16 17:18:03.251,Monday,Evening,17,card,ANON-0000-0000-0623,32.82,Latte
2024-09-16,18:54:45.448000,2024-09-16 18:54:45.448,Monday,Evening,18,card,ANON-0000-0000-0624,32.82,Latte
2024-09-16,18:56:05.275000,2024-09-16 18:56:05.275,Monday,Evening,18,card,ANON-0000-0000-0625,32.82,Latte
2024-09-16,21:10:18.693000,2024-09-16 21:10:18.693,Monday,Evening,21,card,ANON-0000-0000-0626,27.92,Americano with Milk
2024-09-16,21:11:32.500000,2024-09-16 21:11:32.500,Monday,Evening,21,card,ANON-0000-0000-0626,32.82,Latte
2024-09-16,21:37:47.308000,2024-09-16 21:37:47.308,Monday,Evening,21,card,ANON-0000-0000-0287,27.92,Americano with Milk
2024-09-16,21:38:48.666000,2024-09-16 21:38:48.666,Monday,Evening,21,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-09-17,07:54:57.927000,2024-09-17 07:54:57.927,Tuesday,Morning,7,card,ANON-0000-0000-0627,23.02,Cortado
2024-09-17,08:09:00.896000,2024-09-17 08:09:00.896,Tuesday,Morning,8,card,ANON-0000-0000-0621,32.82,Latte
2024-09-17,08:37:37.553000,2024-09-17 08:37:37.553,Tuesday,Morning,8,card,ANON-0000-0000-0276,27.92,Americano with Milk
2024-09-17,08:42:31.474000,2024-09-17 08:42:31.474,Tuesday,Morning,8,card,ANON-0000-0000-0141,23.02,Cortado
2024-09-17,09:10:03.755000,2024-09-17 09:10:03.755,Tuesday,Morning,9,card,ANON-0000-0000-0554,32.82,Cappuccino
2024-09-17,09:11:08.221000,2024-09-17 09:11:08.221,Tuesday,Morning,9,card,ANON-0000-0000-0554,27.92,Americano with Milk
2024-09-17,09:34:56.760000,2024-09-17 09:34:56.760,Tuesday,Morning,9,card,ANON-0000-0000-0620,27.92,Americano with Milk
2024-09-17,12:38:33.768000,2024-09-17 12:38:33.768,Tuesday,Afternoon,12,card,ANON-0000-0000-0628,18.12,Espresso
2024-09-17,12:39:33.682000,2024-09-17 12:39:33.682,Tuesday,Afternoon,12,card,ANON-0000-0000-0628,27.92,Americano with Milk
2024-09-17,12:44:15.152000,2024-09-17 12:44:15.152,Tuesday,Afternoon,12,card,ANON-0000-0000-0629,32.82,Latte
2024-09-17,13:54:23.032000,2024-09-17 13:54:23.032,Tuesday,Afternoon,13,card,ANON-0000-0000-0554,27.92,Americano with Milk
2024-09-17,13:55:31.241000,2024-09-17 13:55:31.241,Tuesday,Afternoon,13,card,ANON-0000-0000-0630,23.02,Cortado
2024-09-17,16:29:37.216000,2024-09-17 16:29:37.216,Tuesday,Afternoon,16,card,ANON-0000-0000-0554,32.82,Cappuccino
2024-09-17,16:31:00.716000,2024-09-17 16:31:00.716,Tuesday,Afternoon,16,card,ANON-0000-0000-0630,32.82,Latte
2024-09-17,18:54:23.783000,2024-09-17 18:54:23.783,Tuesday,Evening,18,card,ANON-0000-0000-0631,32.82,Hot Chocolate
2024-09-17,19:00:45.913000,2024-09-17 19:00:45.913,Tuesday,Evening,19,card,ANON-0000-0000-0632,27.92,Americano with Milk
2024-09-17,19:03:53.274000,2024-09-17 19:03:53.274,Tuesday,Evening,19,card,ANON-0000-0000-0633,27.92,Americano with Milk
2024-09-17,19:12:47.905000,2024-09-17 19:12:47.905,Tuesday,Evening,19,card,ANON-0000-0000-0634,32.82,Latte
2024-09-17,19:13:59.742000,2024-09-17 19:13:59.742,Tuesday,Evening,19,card,ANON-0000-0000-0634,27.92,Americano with Milk
2024-09-17,19:14:59.513000,2024-09-17 19:14:59.513,Tuesday,Evening,19,card,ANON-0000-0000-0634,27.92,Americano with Milk
2024-09-17,19:31:57.368000,2024-09-17 19:31:57.368,Tuesday,Evening,19,card,ANON-0000-0000-0635,27.92,Americano with Milk
2024-09-17,22:19:35.981000,2024-09-17 22:19:35.981,Tuesday,Evening,22,card,ANON-0000-0000-0636,32.82,Hot Chocolate
2024-09-17,22:20:19.450000,2024-09-17 22:20:19.450,Tuesday,Evening,22,card,ANON-0000-0000-0637,32.82,Hot Chocolate
2024-09-18,14:29:48.898000,2024-09-18 14:29:48.898,Wednesday,Afternoon,14,card,ANON-0000-0000-0638,32.82,Latte
2024-09-18,17:34:19.665000,2024-09-18 17:34:19.665,Wednesday,Evening,17,card,ANON-0000-0000-0639,32.82,Latte
2024-09-18,21:15:38.758000,2024-09-18 21:15:38.758,Wednesday,Evening,21,card,ANON-0000-0000-0040,27.92,Americano with Milk
2024-09-18,21:18:21.554000,2024-09-18 21:18:21.554,Wednesday,Evening,21,card,ANON-0000-0000-0040,27.92,Americano with Milk
2024-09-19,08:17:18.665000,2024-09-19 08:17:18.665,Thursday,Morning,8,card,ANON-0000-0000-0276,27.92,Americano with Milk
2024-09-19,08:30:29.047000,2024-09-19 08:30:29.047,Thursday,Morning,8,card,ANON-0000-0000-0627,23.02,Cortado
2024-09-19,10:01:30.579000,2024-09-19 10:01:30.579,Thursday,Morning,10,card,ANON-0000-0000-0494,32.82,Latte
2024-09-19,12:59:33.614000,2024-09-19 12:59:33.614,Thursday,Afternoon,12,card,ANON-0000-0000-0004,23.02,Americano
2024-09-19,13:00:33.616000,2024-09-19 13:00:33.616,Thursday,Afternoon,13,card,ANON-0000-0000-0004,27.92,Americano with Milk
2024-09-19,13:45:42.367000,2024-09-19 13:45:42.367,Thursday,Afternoon,13,card,ANON-0000-0000-0640,23.02,Cortado
2024-09-20,08:34:56.930000,2024-09-20 08:34:56.930,Friday,Morning,8,card,ANON-0000-0000-0276,27.92,Americano with Milk
2024-09-20,09:46:15.400000,2024-09-20 09:46:15.400,Friday,Morning,9,card,ANON-0000-0000-0641,27.92,Americano with Milk
2024-09-20,13:39:55.465000,2024-09-20 13:39:55.465,Friday,Afternoon,13,card,ANON-0000-0000-0333,27.92,Americano with Milk
2024-09-20,16:03:29.611000,2024-09-20 16:03:29.611,Friday,Afternoon,16,card,ANON-0000-0000-0642,32.82,Latte
2024-09-20,20:39:23.129000,2024-09-20 20:39:23.129,Friday,Evening,20,card,ANON-0000-0000-0643,23.02,Americano
2024-09-20,21:31:36.580000,2024-09-20 21:31:36.580,Friday,Evening,21,card,ANON-0000-0000-0287,27.92,Americano with Milk
2024-09-20,21:32:43.025000,2024-09-20 21:32:43.025,Friday,Evening,21,card,ANON-0000-0000-0287,27.92,Americano with Milk
2024-09-21,11:01:14.948000,2024-09-21 11:01:14.948,Saturday,Morning,11,card,ANON-0000-0000-0644,32.82,Latte
2024-09-21,11:02:13.802000,2024-09-21 11:02:13.802,Saturday,Morning,11,card,ANON-0000-0000-0644,32.82,Cocoa
2024-09-21,11:37:47.243000,2024-09-21 11:37:47.243,Saturday,Morning,11,card,ANON-0000-0000-0543,23.02,Cortado
2024-09-21,11:38:44.997000,2024-09-21 11:38:44.997,Saturday,Morning,11,card,ANON-0000-0000-0543,23.02,Cortado
2024-09-21,15:10:09.368000,2024-09-21 15:10:09.368,Saturday,Afternoon,15,card,ANON-0000-0000-0645,32.82,Cappuccino
2024-09-21,15:36:13.609000,2024-09-21 15:36:13.609,Saturday,Afternoon,15,card,ANON-0000-0000-0646,32.82,Latte
2024-09-21,18:16:28.701000,2024-09-21 18:16:28.701,Saturday,Evening,18,card,ANON-0000-0000-0507,32.82,Latte
2024-09-21,18:17:30.686000,2024-09-21 18:17:30.686,Saturday,Evening,18,card,ANON-0000-0000-0507,32.82,Latte
2024-09-21,20:29:42.939000,2024-09-21 20:29:42.939,Saturday,Evening,20,card,ANON-0000-0000-0040,23.02,Americano
2024-09-21,20:30:38.882000,2024-09-21 20:30:38.882,Saturday,Evening,20,card,ANON-0000-0000-0040,23.02,Americano
2024-09-21,20:33:58.175000,2024-09-21 20:33:58.175,Saturday,Evening,20,card,ANON-0000-0000-0602,32.82,Latte
2024-09-21,20:35:30.169000,2024-09-21 20:35:30.169,Saturday,Evening,20,card,ANON-0000-0000-0602,32.82,Latte
2024-09-21,22:18:46.088000,2024-09-21 22:18:46.088,Saturday,Evening,22,card,ANON-0000-0000-0647,27.92,Americano with Milk
2024-09-21,22:19:50.128000,2024-09-21 22:19:50.128,Saturday,Evening,22,card,ANON-0000-0000-0647,23.02,Americano
2024-09-21,22:20:48.360000,2024-09-21 22:20:48.360,Saturday,Evening,22,card,ANON-0000-0000-0647,23.02,Americano
2024-09-22,08:32:54.172000,2024-09-22 08:32:54.172,Sunday,Morning,8,card,ANON-0000-0000-0648,23.02,Americano
2024-09-22,10:12:09.764000,2024-09-22 10:12:09.764,Sunday,Morning,10,card,ANON-0000-0000-0649,27.92,Americano with Milk
2024-09-22,10:13:08.586000,2024-09-22 10:13:08.586,Sunday,Morning,10,card,ANON-0000-0000-0649,32.82,Latte
2024-09-22,11:06:26.307000,2024-09-22 11:06:26.307,Sunday,Morning,11,card,ANON-0000-0000-0650,23.02,Cortado
2024-09-22,11:07:36.380000,2024-09-22 11:07:36.380,Sunday,Morning,11,card,ANON-0000-0000-0650,23.02,Cortado
2024-09-22,11:51:59.888000,2024-09-22 11:51:59.888,Sunday,Morning,11,card,ANON-0000-0000-0651,27.92,Americano with Milk
2024-09-22,11:55:12.923000,2024-09-22 11:55:12.923,Sunday,Morning,11,card,ANON-0000-0000-0099,23.02,Americano
2024-09-22,12:07:20.767000,2024-09-22 12:07:20.767,Sunday,Afternoon,12,card,ANON-0000-0000-0276,27.92,Americano with Milk
2024-09-22,13:28:14.663000,2024-09-22 13:28:14.663,Sunday,Afternoon,13,card,ANON-0000-0000-0333,27.92,Americano with Milk
2024-09-22,13:29:35.917000,2024-09-22 13:29:35.917,Sunday,Afternoon,13,card,ANON-0000-0000-0333,27.92,Americano with Milk
2024-09-22,13:33:34.561000,2024-09-22 13:33:34.561,Sunday,Afternoon,13,card,ANON-0000-0000-0510,27.92,Americano with Milk
2024-09-22,15:34:10.099000,2024-09-22 15:34:10.099,Sunday,Afternoon,15,card,ANON-0000-0000-0652,32.82,Latte
2024-09-22,15:35:24.234000,2024-09-22 15:35:24.234,Sunday,Afternoon,15,card,ANON-0000-0000-0652,27.92,Americano with Milk
2024-09-22,16:25:03.468000,2024-09-22 16:25:03.468,Sunday,Afternoon,16,card,ANON-0000-0000-0653,32.82,Cocoa
2024-09-22,20:19:10.082000,2024-09-22 20:19:10.082,Sunday,Evening,20,card,ANON-0000-0000-0654,32.82,Latte
2024-09-22,20:20:35.589000,2024-09-22 20:20:35.589,Sunday,Evening,20,card,ANON-0000-0000-0654,32.82,Cappuccino
2024-09-22,20:46:26.208000,2024-09-22 20:46:26.208,Sunday,Evening,20,card,ANON-0000-0000-0455,27.92,Americano with Milk
2024-09-22,20:47:35.096000,2024-09-22 20:47:35.096,Sunday,Evening,20,card,ANON-0000-0000-0455,27.92,Americano with Milk
2024-09-22,21:07:04.794000,2024-09-22 21:07:04.794,Sunday,Evening,21,card,ANON-0000-0000-0655,27.92,Americano with Milk
2024-09-22,21:08:14.798000,2024-09-22 21:08:14.798,Sunday,Evening,21,card,ANON-0000-0000-0655,27.92,Americano with Milk
2024-09-22,21:54:04.098000,2024-09-22 21:54:04.098,Sunday,Evening,21,card,ANON-0000-0000-0637,32.82,Hot Chocolate
2024-09-22,21:54:54.497000,2024-09-22 21:54:54.497,Sunday,Evening,21,card,ANON-0000-0000-0637,32.82,Hot Chocolate
2024-09-22,22:37:02.384000,2024-09-22 22:37:02.384,Sunday,Evening,22,card,ANON-0000-0000-0656,23.02,Americano
2024-09-22,22:37:58.406000,2024-09-22 22:37:58.406,Sunday,Evening,22,card,ANON-0000-0000-0657,27.92,Americano with Milk
2024-09-23,09:03:36.954000,2024-09-23 09:03:36.954,Monday,Morning,9,card,ANON-0000-0000-0276,27.92,Americano with Milk
2024-09-23,10:04:17.268000,2024-09-23 10:04:17.268,Monday,Morning,10,card,ANON-0000-0000-0141,23.02,Cortado
2024-09-23,12:11:04.352000,2024-09-23 12:11:04.352,Monday,Afternoon,12,card,ANON-0000-0000-0584,23.02,Americano
2024-09-23,14:08:51.946000,2024-09-23 14:08:51.946,Monday,Afternoon,14,card,ANON-0000-0000-0573,27.92,Americano with Milk
2024-09-23,17:27:47.591000,2024-09-23 17:27:47.591,Monday,Evening,17,card,ANON-0000-0000-0658,32.82,Cappuccino
2024-09-23,18:48:30.436000,2024-09-23 18:48:30.436,Monday,Evening,18,card,ANON-0000-0000-0659,23.02,Americano
2024-09-23,19:47:21.950000,2024-09-23 19:47:21.950,Monday,Evening,19,card,ANON-0000-0000-0507,32.82,Latte
2024-09-23,20:09:45.867000,2024-09-23 20:09:45.867,Monday,Evening,20,card,ANON-0000-0000-0206,32.82,Cappuccino
2024-09-23,22:13:30.513000,2024-09-23 22:13:30.513,Monday,Evening,22,card,ANON-0000-0000-0641,27.92,Americano with Milk
2024-09-23,22:15:14.958000,2024-09-23 22:15:14.958,Monday,Evening,22,card,ANON-0000-0000-0641,27.92,Americano with Milk
2024-09-24,08:33:32.613000,2024-09-24 08:33:32.613,Tuesday,Morning,8,card,ANON-0000-0000-0276,27.92,Americano with Milk
2024-09-24,12:23:56.963000,2024-09-24 12:23:56.963,Tuesday,Afternoon,12,card,ANON-0000-0000-0634,32.82,Latte
2024-09-24,12:24:54.750000,2024-09-24 12:24:54.750,Tuesday,Afternoon,12,card,ANON-0000-0000-0634,32.82,Latte
2024-09-24,12:46:44.403000,2024-09-24 12:46:44.403,Tuesday,Afternoon,12,card,ANON-0000-0000-0660,32.82,Latte
2024-09-24,12:47:49.424000,2024-09-24 12:47:49.424,Tuesday,Afternoon,12,card,ANON-0000-0000-0660,32.82,Latte
2024-09-24,14:11:39.339000,2024-09-24 14:11:39.339,Tuesday,Afternoon,14,card,ANON-0000-0000-0661,32.82,Latte
2024-09-24,14:31:28.741000,2024-09-24 14:31:28.741,Tuesday,Afternoon,14,card,ANON-0000-0000-0662,23.02,Cortado
2024-09-24,15:37:23.698000,2024-09-24 15:37:23.698,Tuesday,Afternoon,15,card,ANON-0000-0000-0510,32.82,Cappuccino
2024-09-24,16:38:48.296000,2024-09-24 16:38:48.296,Tuesday,Afternoon,16,card,ANON-0000-0000-0583,32.82,Latte
2024-09-24,18:43:02.935000,2024-09-24 18:43:02.935,Tuesday,Evening,18,card,ANON-0000-0000-0408,23.02,Americano
2024-09-24,18:43:54.082000,2024-09-24 18:43:54.082,Tuesday,Evening,18,card,ANON-0000-0000-0408,23.02,Americano
2024-09-24,20:15:50.396000,2024-09-24 20:15:50.396,Tuesday,Evening,20,card,ANON-0000-0000-0663,32.82,Hot Chocolate
2024-09-24,21:05:14.190000,2024-09-24 21:05:14.190,Tuesday,Evening,21,card,ANON-0000-0000-0631,32.82,Latte
2024-09-24,21:06:32.402000,2024-09-24 21:06:32.402,Tuesday,Evening,21,card,ANON-0000-0000-0531,27.92,Americano with Milk
2024-09-24,21:07:34.965000,2024-09-24 21:07:34.965,Tuesday,Evening,21,card,ANON-0000-0000-0531,27.92,Americano with Milk
2024-09-25,07:51:21.100000,2024-09-25 07:51:21.100,Wednesday,Morning,7,card,ANON-0000-0000-0664,32.82,Cappuccino
2024-09-25,11:35:32.533000,2024-09-25 11:35:32.533,Wednesday,Morning,11,card,ANON-0000-0000-0141,23.02,Cortado
2024-09-25,11:51:15.212000,2024-09-25 11:51:15.212,Wednesday,Morning,11,card,ANON-0000-0000-0665,27.92,Americano with Milk
2024-09-25,11:52:53.371000,2024-09-25 11:52:53.371,Wednesday,Morning,11,card,ANON-0000-0000-0665,32.82,Latte
2024-09-25,13:54:51.454000,2024-09-25 13:54:51.454,Wednesday,Afternoon,13,card,ANON-0000-0000-0666,27.92,Americano with Milk
2024-09-25,13:55:59.258000,2024-09-25 13:55:59.258,Wednesday,Afternoon,13,card,ANON-0000-0000-0666,27.92,Americano with Milk
2024-09-25,17:36:37.182000,2024-09-25 17:36:37.182,Wednesday,Evening,17,card,ANON-0000-0000-0667,27.92,Americano with Milk
2024-09-25,17:37:31.840000,2024-09-25 17:37:31.840,Wednesday,Evening,17,card,ANON-0000-0000-0667,27.92,Americano with Milk
2024-09-25,21:34:41.289000,2024-09-25 21:34:41.289,Wednesday,Evening,21,card,ANON-0000-0000-0668,23.02,Americano
2024-09-25,22:18:51.754000,2024-09-25 22:18:51.754,Wednesday,Evening,22,card,ANON-0000-0000-0475,27.92,Americano with Milk
2024-09-26,08:43:35.049000,2024-09-26 08:43:35.049,Thursday,Morning,8,card,ANON-0000-0000-0570,32.82,Latte
2024-09-26,10:37:06.485000,2024-09-26 10:37:06.485,Thursday,Morning,10,card,ANON-0000-0000-0333,27.92,Americano with Milk
2024-09-26,10:55:52.407000,2024-09-26 10:55:52.407,Thursday,Morning,10,card,ANON-0000-0000-0669,18.12,Espresso
2024-09-26,11:34:48.571000,2024-09-26 11:34:48.571,Thursday,Morning,11,card,ANON-0000-0000-0670,32.82,Cappuccino
2024-09-26,12:48:01.368000,2024-09-26 12:48:01.368,Thursday,Afternoon,12,card,ANON-0000-0000-0671,32.82,Latte
2024-09-26,18:21:55.733000,2024-09-26 18:21:55.733,Thursday,Evening,18,card,ANON-0000-0000-0672,32.82,Latte
2024-09-26,22:45:15.081000,2024-09-26 22:45:15.081,Thursday,Evening,22,card,ANON-0000-0000-0673,32.82,Latte
2024-09-26,22:46:17.637000,2024-09-26 22:46:17.637,Thursday,Evening,22,card,ANON-0000-0000-0673,23.02,Cortado
2024-09-26,22:47:24.867000,2024-09-26 22:47:24.867,Thursday,Evening,22,card,ANON-0000-0000-0472,27.92,Americano with Milk
2024-09-27,09:29:45.646000,2024-09-27 09:29:45.646,Friday,Morning,9,card,ANON-0000-0000-0276,27.92,Americano with Milk
2024-09-27,09:33:43.977000,2024-09-27 09:33:43.977,Friday,Morning,9,card,ANON-0000-0000-0141,23.02,Cortado
2024-09-27,09:41:04.732000,2024-09-27 09:41:04.732,Friday,Morning,9,card,ANON-0000-0000-0674,32.82,Cappuccino
2024-09-27,10:46:56.620000,2024-09-27 10:46:56.620,Friday,Morning,10,card,ANON-0000-0000-0333,27.92,Americano with Milk
2024-09-27,11:35:00.282000,2024-09-27 11:35:00.282,Friday,Morning,11,card,ANON-0000-0000-0333,27.92,Americano with Milk
2024-09-27,13:20:31.055000,2024-09-27 13:20:31.055,Friday,Afternoon,13,card,ANON-0000-0000-0675,32.82,Cappuccino
2024-09-27,13:25:05.272000,2024-09-27 13:25:05.272,Friday,Afternoon,13,card,ANON-0000-0000-0676,32.82,Cappuccino
2024-09-27,13:28:33.107000,2024-09-27 13:28:33.107,Friday,Afternoon,13,card,ANON-0000-0000-0676,23.02,Americano
2024-09-27,13:33:52.455000,2024-09-27 13:33:52.455,Friday,Afternoon,13,card,ANON-0000-0000-0677,27.92,Americano with Milk
2024-09-27,18:07:43.705000,2024-09-27 18:07:43.705,Friday,Evening,18,card,ANON-0000-0000-0678,32.82,Latte
2024-09-27,18:08:58.239000,2024-09-27 18:08:58.239,Friday,Evening,18,card,ANON-0000-0000-0678,32.82,Latte
2024-09-27,18:37:45.891000,2024-09-27 18:37:45.891,Friday,Evening,18,card,ANON-0000-0000-0679,32.82,Cappuccino
